_id,sectionsTitle,date,lessonsTitle,type,totalQuestionsInQuiz,duration,totalPointsInAssignment,url
63b6b0a93346406567715bf9,Course Introduction,,Lab Introduction,video,,607.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63b6b0a93346406567715bf9
63b6b0bd3346407016715c01,Course Introduction,,Experience Portal Introduction,video,,755.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63b6b0bd3346407016715c01
63b6b0d833464091f0715c09,Course Introduction,,Let's Get Started,video,,276.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63b6b0d833464091f0715c09
63d77a060e5fcb143e8596af,Orientation,2023-01-28,28th Jan Live Class Orientation,video,,4268.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63d77a060e5fcb143e8596af
63d708d60e5fcb2c7c8588da,overview,2023-01-29,29th Jan Live Class overview,video,,14794.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63d708d60e5fcb2c7c8588da
63d839120e5fcb7dd885b9ac,python basics,2023-01-30,30th Jan Live Class python basics,video,,13835.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63d839120e5fcb7dd885b9ac
63d9891c0e5fcb279985dc39,"list , tuple and set",2023-01-31,"31st Jan Live Class list , tuple and set",video,,13620.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63d9891c0e5fcb279985dc39
63dad1b00e5fcb151a8617e9,"dict , conditional ,loop",2023-02-01,"1st Feb Live Class dict , conditional ,loop",video,,13169.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63dad1b00e5fcb151a8617e9
63dbc617194b2255c8e37fe5,For Loop Practice,2023-02-02,For Loop Practice,video,,2925.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63dbc617194b2255c8e37fe5
63db945e194b22806fe3730f,For Loop Practice,2023-02-02,31st Jan Quiz-2,quiz,10.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63db945e194b22806fe3730f
63dbc650194b227b78e37fee,For Loop Practice,2023-02-02,Python Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63dbc650194b227b78e37fee
63dcf2f6194b225db9e3acd7,"While loop, Comprehension & Function",2023-02-03,While Loop,video,,2627.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63dcf2f6194b225db9e3acd7
63dcf396194b220122e3acfc,"While loop, Comprehension & Function",2023-02-03,Comprehension,video,,740.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63dcf396194b220122e3acfc
63dcf969194b2247b4e3aeca,"While loop, Comprehension & Function",2023-02-03,Functions Part 1,video,,2163.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63dcf969194b2247b4e3aeca
63dd09d0194b229bc8e3b477,"While loop, Comprehension & Function",2023-02-03,Python Assignment,assignment,,,100.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63dd09d0194b229bc8e3b477
63de53bc194b22913ae3e146,"While loop, Comprehension & Function",2023-02-03,"Feb 3 ,Python quiz",quiz,6.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63de53bc194b22913ae3e146
63de1dc5194b22b10ee3d64a,Functions,2023-02-04,Generator Functions,video,,1362.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63de1dc5194b22b10ee3d64a
63de1db1194b22a35ee3d639,Functions,2023-02-04,Lambda Functions,video,,592.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63de1db1194b22a35ee3d639
63de1d96194b22e4d8e3d62a,Functions,2023-02-04,"Map, Reduce & Filter Functions",video,,1714.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63de1d96194b22e4d8e3d62a
63de3fb4194b22de3ee3ddaa,Functions,2023-02-04,Python Assignment,assignment,,,60.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63de3fb4194b22de3ee3ddaa
63de5610194b223dc7e3e1c4,Functions,2023-02-04,Feb 4 python Quiz,quiz,7.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63de5610194b223dc7e3e1c4
63dfb272194b224713e3ef22,OOPS,2023-02-05,OOPS PART 1,video,,2493.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63dfb272194b224713e3ef22
63dfb507194b221062e3ef2e,OOPS,2023-02-05,OOPS Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63dfb507194b221062e3ef2e
63dfd5b9194b220affe3f319,OOPS,2023-02-05,OOPS quiz,quiz,5.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63dfd5b9194b220affe3f319
